No;% accepted last year;% immediately rejected last year;Articles published last year;Average number of review reports;Average number of review rounds;Decision time immediate rejection;Difficulty of reviewer comments;Duration first review;Five-year impact factor;Issues per year;Journal link;Kind of complaint procedure;Manuscript handling fee?;Manuscripts received last year;Open access status;Overall rating manuscript handlingOverall rating manuscript handling;Quality of review reports;Total handling time accepted manuscripts;Two-year impact factor
21.0;['n/a'];['n/a'];['n/a'];3.0;1.9;;3.0;3.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-cleaner-production/;['n/a'];['n/a'];['n/a'];['n/a'];3.4 ;3.5;5.1 mnths;['n/a']
22.0;['n/a'];['n/a'];['n/a'];3.1;1.7;5 days;3.0;4.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/renewable-and-sustainable-energy-reviews/;['n/a'];['n/a'];['n/a'];['n/a'];3.9 ;3.7;6.6 mnths;['n/a']
23.0;['n/a'];['n/a'];['n/a'];2.3;1.6;5 days;2.7;3.6 mnths;['n/a'];['n/a'];https://scirev.org/journal/applied-energy/;['n/a'];['n/a'];['n/a'];['n/a'];2.7 ;2.3;5.9 mnths;['n/a']
24.0;['n/a'];['n/a'];['n/a'];2.9;1.9;;2.8;2.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/energy/;['n/a'];['n/a'];['n/a'];['n/a'];3.6 ;3.6;3.8 mnths;['n/a']
25.0;['n/a'];['n/a'];['n/a'];2.3;1.8;91 days;3.0;8.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/biomass-and-bioenergy/;['n/a'];['n/a'];['n/a'];['n/a'];1.3 ;3.0;11.5 mnths;['n/a']
26.0;['n/a'];['n/a'];['n/a'];2.2;2.0;;2.0;1.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-physical-chemistry-c/;['n/a'];['n/a'];['n/a'];['n/a'];4.4 ;4.0;1.8 mnths;['n/a']
27.0;['n/a'];['n/a'];['n/a'];1.6;1.8;;1.5;3.4 mnths;['n/a'];['n/a'];https://scirev.org/journal/renewable-energy/;['n/a'];['n/a'];['n/a'];['n/a'];3.8 ;3.3;4.1 mnths;['n/a']
28.0;['n/a'];['n/a'];['n/a'];11.5;3.0;7 days;4.0;3.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-hydrogen-energy/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;4.6 mnths;['n/a']
29.0;['n/a'];['n/a'];['n/a'];3.0;2.0;7 days;4.0;2.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/solar-energy/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.5;3.9 mnths;['n/a']
30.0;['n/a'];['n/a'];['n/a'];2.5;2.5;1 days;3.5;1.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/energy-conversion-and-management/;['n/a'];['n/a'];['n/a'];['n/a'];4.3 ;4.0;2.7 mnths;['n/a']
31.0;['n/a'];['n/a'];['n/a'];3.3;2.3;;3.0;9.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/energy-efficiency/;['n/a'];['n/a'];['n/a'];['n/a'];1.7 ;2.3;18.0 mnths;['n/a']
32.0;['n/a'];['n/a'];['n/a'];3.5;1.5;30 days;1.0;1.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-energy-research/;['n/a'];['n/a'];['n/a'];['n/a'];3.5 ;3.5;1.7 mnths;['n/a']
33.0;['n/a'];['n/a'];['n/a'];1.7;1.5;;2.0;5.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/fuel/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;4.0;6.0 mnths;['n/a']
34.0;['n/a'];['n/a'];['n/a'];2.5;1.5;;3.0;0.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/combustion-and-flame/;['n/a'];['n/a'];['n/a'];['n/a'];2.5 ;2.0;1.3 mnths;['n/a']
35.0;['n/a'];['n/a'];['n/a'];2.0;1.0;4 days;;5.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/solar-energy-materials-and-solar-cells/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;5.0 mnths;['n/a']
36.0;['n/a'];['n/a'];['n/a'];2.0;1.5;1 days;3.0;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-power-sources/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.5;2.5 mnths;['n/a']
37.0;['n/a'];['n/a'];['n/a'];2.5;2.5;;3.5;1.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/experimental-thermal-and-fluid-science/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.5;2.9 mnths;['n/a']
38.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;3.0;2.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/electric-power-systems-research/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;3.4 mnths;['n/a']
39.0;['n/a'];['n/a'];['n/a'];4.0;1.5;;3.0;2.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/applied-thermal-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];3.5 ;3.5;4.1 mnths;['n/a']
40.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;3.5;2.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/environmental-research-letters/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;3.4 mnths;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;6 days;;;['n/a'];['n/a'];https://scirev.org/journal/chemical-engineering-and-processing-process-intensification/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;1.0;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-coal-preparation-and-utilization/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;4.0;4.0 mnths;['n/a']
43.0;['n/a'];['n/a'];['n/a'];4.0;3.0;;4.0;2.6 mnths;['n/a'];['n/a'];https://scirev.org/journal/ieee-transactions-on-power-systems/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;5.9 mnths;['n/a']
44.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;3.0;1.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/energies/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.2 mnths;['n/a']
45.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;3.0;1.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/chemistry-education-research-and-practice/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;5.0;1.5 mnths;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-the-electrochemical-society/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];3.0;1.0;;;1.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/fuel-processing-technology/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;1.0 mnths;['n/a']
48.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;0.0;1.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/bioenergy-research/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;1.0 mnths;['n/a']
49.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;3.0;2.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/annals-of-nuclear-energy/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;5.0;2.7 mnths;['n/a']
0.0;['n/a'];['n/a'];['n/a'];3.0;1.0;;;2.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/enviromental-science-and-technology/;['n/a'];['n/a'];['n/a'];['n/a'];1.0 ;1.0;2.3 mnths;['n/a']
1.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;0.0;9.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-electrical-power-and-energy-systems/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;4.0;9.5 mnths;['n/a']
2.0;['n/a'];['n/a'];['n/a'];4.0;3.0;;3.0;6.4 mnths;['n/a'];['n/a'];https://scirev.org/journal/wind-energy/;['n/a'];['n/a'];['n/a'];['n/a'];1.0 ;2.0;10.9 mnths;['n/a']
3.0;['n/a'];['n/a'];['n/a'];1.0;2.0;;3.0;1.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/numerical-heat-transfer.-part-a/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;2.0 mnths;['n/a']
4.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;4.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-greenhouse-gas-control/;['n/a'];['n/a'];['n/a'];['n/a'];1.0 ;1.0;4.0 mnths;['n/a']
5.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;0.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/nuclear-technology-and-radiation-protection/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.7 mnths;['n/a']
6.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;2.0;6.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/ieee-transactions-on-nuclear-science/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.0;9.0 mnths;['n/a']
7.0;['n/a'];['n/a'];['n/a'];4.0;2.0;;2.0;5.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/environmental-progress-and-sustainable-energy/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.0;8.0 mnths;['n/a']
8.0;['n/a'];['n/a'];['n/a'];1.0;1.0;;;3.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/energy-for-sustainable-development/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;3.5 mnths;['n/a']
9.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;6.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/geothermics/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;4.0;8.0 mnths;['n/a']
10.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;3.0;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/energy-and-fuels/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;2.3 mnths;['n/a']
11.0;['n/a'];['n/a'];['120'];3.0;1.0;;;1.7 mnths;['7.62'];['12'];https://scirev.org/journal/progress-in-photovoltaics-research-and-applications/;['Other'];['no'];['n/a'];['no'];4.0 ;3.0;1.7 mnths;['8.64']
12.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;3.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-sustainable-agriculture/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;4.0;3.2 mnths;['n/a']
13.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;2.0;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/nano-energy/;['n/a'];['n/a'];['n/a'];['n/a'];1.0 ;1.0;2.5 mnths;['n/a']
14.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;6.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/probabilistic-engineering-mechanics/;['n/a'];['n/a'];['n/a'];['n/a'];1.0 ;2.0;6.8 mnths;['n/a']
15.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/energy-sources,-part-a-recovery,-utilization,-and-environmental-effects/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
16.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physica-c-superconductivity-and-its-applications/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
17.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-exergy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
18.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-loss-prevention-in-the-process-industries/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
19.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/energy-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
20.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/biofuels-bioproducts-and-biorefining/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
21.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-radioanalytical-and-nuclear-chemistry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
22.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/industrial-lubrication-and-tribology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
23.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/energy-and-environment/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
24.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nuclear-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
25.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-sustainable-transportation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
26.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-nuclear-materials/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
27.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/ieee-transactions-on-energy-conversion/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
28.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/spe-production-and-operations/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
29.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/electric-power-components-and-systems/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
30.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nuclear-engineering-and-design/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/environment/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/power/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/fusion-science-and-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/soil-mechanics-and-foundation-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/china-ocean-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-the-japan-petroleum-institute/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/wit-transactions-on-ecology-and-the-environment/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/energy-exploration-and-exploitation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/petroleum-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-fuel-cell-science-and-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/progress-in-nuclear-energy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-spatial-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/revista-mexicana-de-ingenier/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['45'];['30'];['62'];;;;;;['0.60'];['6'];https://scirev.org/journal/journal-of-rock-mechanics-and-geotechnical-engineering/;['Editor'];['no'];['198'];['open access'];;;;['0.50']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/energy-and-environmental-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-biobased-materials-and-bioenergy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-nuclear-science-and-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/spe-reservoir-evaluation-and-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
49.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nuclear-engineering-and-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/energy-science-and-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/power-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
2.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/china-petroleum-processing-and-petrochemical-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
3.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-wind-engineering-and-industrial-aerodynamics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
4.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-energy-sector-management/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
5.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/proceedings-of-the-institution-of-mechanical-engineers,-part-a-journal-of-power-and-energy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
6.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/petroleum-science-and-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
7.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-fusion-energy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
8.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/fuel-cells/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
9.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/biotechnology-for-biofuels/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
10.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-ambient-energy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
11.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/oil-and-gas-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
12.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-canadian-petroleum-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
13.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/asia-pacific-journal-of-chemical-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
14.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-petroleum-geology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
15.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/ieee-transactions-on-power-delivery/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
16.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/strategic-planning-for-energy-and-the-environment/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
17.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/electricity-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
18.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nuclear-engineering-international/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
19.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-photoenergy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
20.0;['n/a'];['n/a'];['n/a'];2.0;2.0;121 days;2.0;1.6 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-petroleum-science-and-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;4.0;2.5 mnths;['n/a']
21.0;['n/a'];['n/a'];['n/a'];;;0 days;;;['n/a'];['n/a'];https://scirev.org/journal/earthquake-engineering-and-structural-dynamics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
22.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;0.0;6.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-mineral-processing/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.0;7.4 mnths;['n/a']
23.0;['n/a'];['n/a'];['n/a'];;;21 days;;;['n/a'];['n/a'];https://scirev.org/journal/soil-dynamics-and-earthquake-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
24.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;6.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/geothermics/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;4.0;8.0 mnths;['n/a']
25.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;5.0;1.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/cold-regions-science-and-technology/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;2.0;1.6 mnths;['n/a']
26.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;1.0;1.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/ieee-geoscience-and-remote-sensing-letters/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;2.0;3.6 mnths;['n/a']
27.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;1.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/engineering-geology/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;2.0;2.0 mnths;['n/a']
28.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;1.0;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-coal-preparation-and-utilization/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;4.0;4.0 mnths;['n/a']
29.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/geo-marine-letters/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
30.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-environmental-and-engineering-geophysics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/acta-geodynamica-et-geomaterialia/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/petroleum-exploration-and-development/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/structure-and-infrastructure-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/mineral-processing-and-extractive-metallurgy-review/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/shock-and-vibration/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/geotextiles-and-geomembranes/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/canadian-mining-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/georisk/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-geophysics-and-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/acta-geotechnica/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/petroleum-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/earthquake-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/tunnelling-and-underground-space-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-rock-mechanics-and-mining-sciences/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/minerals-and-metallurgical-processing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
